image_path,label,plant_type,disease_type,split
dataset\diseased\potato\0faca7fe-7254-4dfa-8388-bbc776338c9c___RS_Early.B 7929.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\0fd22207-cb37-42a1-965f-7dfe43f9d579___RS_Early.B 6876.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\107827b3-faa5-457c-97fd-3e34d2657f6b___RS_Early.B 7162.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1082eee1-189d-4e0f-96b5-8b1393be4c4c___RS_Early.B 8743.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\109730cd-03f3-4139-a464-5f9151483e8c___RS_Early.B 6738.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\10a3920b-dd04-406d-8bbd-f92f221e4dee___RS_Early.B 7035.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\10c438df-8ed7-4de7-94df-83298ebcf373___RS_Early.B 7001.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1131b92e-ef46-441e-ac5f-c18ac09bf69a___RS_Early.B 8064.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1132bee0-fe6b-41a9-9583-7b959c2ca25f___RS_Early.B 7482.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\11e974fa-928f-45f6-b983-e74c74c7d163___RS_Early.B 7992.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\12429fa8-02ea-4017-88ef-b2d219b892f7___RS_Early.B 6916.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\12826416-efc5-49d3-b615-731629c95435___RS_Early.B 7215.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\12ebe6fe-c8ce-4a00-866f-8776aca75159___RS_Early.B 6873.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\12f7b8bd-7aab-48de-ba2e-d2562408542f___RS_Early.B 7386.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1367d3e9-74fe-4d61-ab24-dd389dcb5d54___RS_Early.B 8011.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\13cfb9dc-8951-44c0-8c16-e96fd6ccc659___RS_Early.B 7070.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\13e2be1d-56bc-40c6-b5d1-e3bafc1b111e___RS_Early.B 8830.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\14efc692-8ac6-4bd8-a71a-943192d6831a___RS_Early.B 6841.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\15ab8118-01fb-4e9c-83a9-94ab224d6854___RS_Early.B 7962.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\16a6f216-6d2a-48fe-b8bc-ff385c96d0d3___RS_Early.B 7220.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\17520079-9d7b-481a-bc9e-676c5404d160___RS_Early.B 6774.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\17667077-cf29-4976-9282-359c6da25cf6___RS_Early.B 6971.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1767fee7-18fd-4597-8c77-d41ec2d62f4e___RS_Early.B 6932.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1769d41b-fd4c-49b1-adce-e89fee6a352e___RS_Early.B 6741.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\17756ec1-9c95-43b3-bedc-933b6e0887f3___RS_Early.B 8251.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\17848019-6609-4cc9-b27b-c70b296ceb09___RS_Early.B 7049.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1797b5ac-ed8b-4b35-bd01-f8a14d34d6e1___RS_Early.B 8812.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\17a06d03-8a7b-48a8-aaf9-3300741c65de___RS_Early.B 7625.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1896de06-b6eb-4c01-a6c6-3247405765b8___RS_Early.B 8335.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\192c9d29-4a86-457b-a779-1dd36f225a5b___RS_Early.B 8012.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1994cd3e-4000-4c56-bede-d35a1eecc287___RS_Early.B 6867.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1a2970b6-bafd-4812-93bc-57ff969e1045___RS_Early.B 7330.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1a77c047-7ed8-4f02-bfaf-a19e7a67c3dd___RS_Early.B 7076.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1af20ff8-980d-4912-b337-804b09667de3___RS_Early.B 7392.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1b0a2898-00b9-4a12-b4dc-a89b77b9e8b7___RS_Early.B 6928.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1b4304a9-88c2-4c09-bfea-830fa162a35a___RS_Early.B 7188.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1c42eae7-29c8-42fd-b05a-9b8255790f6f___RS_Early.B 7719.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1c4e0445-375a-4c5d-b6fd-6123d22f009f___RS_Early.B 7972.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1ca9e3ba-e029-48bf-b207-e8cb3546f953___RS_Early.B 7978.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1cb05d87-027d-4bf0-b5c4-4c1a57896ac6___RS_Early.B 7936.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d038d64-7f3c-4b4d-9b3d-7736f97b59a0___RS_Early.B 7994.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d18a770-8a16-4765-bae9-5d96f781db89___RS_Early.B 7803.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d2ec63e-acfb-4a80-ba21-853a724fff4a___RS_Early.B 8083.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d301622-e359-49d5-b4ca-6837f254fd1b___RS_Early.B 6719.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d466431-007d-4b3b-bd45-b09f1a6f7bad___RS_Early.B 8932.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1d4fc5d0-fee6-40bf-8e7b-e1598ea64161___RS_Early.B 8912.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1daae61a-7014-4efe-b855-018999a5be9b___RS_Early.B 6852.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1defd277-6394-4049-895d-470f1e27e189___RS_Early.B 8931.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1e99ce6b-b7fa-4ae1-9076-279f430b8c5f___RS_Early.B 7092.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1ee04a42-fa1c-4f6b-a88b-4cf583b188ea___RS_Early.B 8494.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1f56ef5b-9a3b-4731-bf82-b08aeb84fcb5___RS_Early.B 9032.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1f80f111-6a3e-4dfc-8456-0f3e9a19ae10___RS_Early.B 6879.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1f830d02-1fc6-41d6-99c6-851e0d2af4ad___RS_Early.B 9182.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\1ff86a73-9f36-45c5-8012-c5d90445b7ac___RS_Early.B 8563.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\201fed44-8dde-4ece-9e76-3706b8afdf46___RS_Early.B 8259.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\20421747-c083-48a1-aed5-b1097ae50491___RS_Early.B 8203.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\20978e65-f4d0-419a-bab9-f6042ab2d318___RS_Early.B 6868.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\20e451e3-74a4-4a5b-b11c-257506f13a8f___RS_Early.B 6984.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\212c3c65-e30e-496f-ab5e-c2f4b0446d8f___RS_Early.B 8195.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\216a1a08-c4be-4fa9-b880-c260909e1dbc___RS_Early.B 6881.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\21ca5caf-147b-4a1a-a2da-edfc1c81b62e___RS_Early.B 8926.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\21d50c27-900e-4644-ab01-0cc96214d2f6___RS_Early.B 7153.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\221c911f-e483-407c-b672-21150d09d57e___RS_Early.B 7678.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\22b28f50-4141-4ca7-be3f-ccb1c521c2df___RS_Early.B 8285.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\22d1678a-3abd-4fe6-ac13-b654e2589280___RS_Early.B 8523.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\232c8d25-3bfe-41ea-b24f-2b3629a0253a___RS_Early.B 9200.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\23546e04-7151-4dbd-95a1-687d963eb132___RS_Early.B 7402.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2356a4d6-8015-434e-a5f8-03197fef2c28___RS_Early.B 8139.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2446ca09-aa29-4ae4-8d34-45115c32cde7___RS_Early.B 8971.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\24a34259-1c47-4e87-ac83-5decf37b42e4___RS_Early.B 6896.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\24ced43c-a862-4e3d-8300-dffd350de2c4___RS_Early.B 6957.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\24fb74df-0aa9-4e89-9ba4-55a4664438ab___RS_Early.B 8634.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\25642761-2905-48af-b8da-1064a0f6b876___RS_Early.B 6831.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\25703c4f-ec40-4099-b249-a4fd07b07752___RS_Early.B 7040.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2639ad26-c7e9-4bd6-8000-c002f676a4c6___RS_Early.B 7150.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\268bb1c3-a714-46af-b6a5-bea66496158c___RS_Early.B 8678.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\26d0502d-5fb3-48fa-a86d-d1de92703285___RS_Early.B 6959.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\26d0fa09-d463-461b-830c-3e970244cabb___RS_Early.B 7406.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\26d2af6a-f52e-457c-8006-fa106ad39fbe___RS_Early.B 8586.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\26f15c9c-5cbf-49c8-ac4e-c5b15d03e319___RS_Early.B 9022.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\275c3337-11ee-487c-9093-bcd5e310c72c___RS_Early.B 7671.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2767ef91-3383-4872-9804-e0bcd2bc43fc___RS_Early.B 7783.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2771e005-3cb4-4e12-8868-80adca5ce02a___RS_Early.B 8640.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\283134dd-8b32-447e-8e82-547d3b69f4d4___RS_Early.B 7494.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\28f275f9-4dd9-479a-a005-ed442362840a___RS_Early.B 6790.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\292a3f93-96a2-4b0d-879f-581136c57bcf___RS_Early.B 7099.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\29386668-721c-4359-99a6-734f1a4b096b___RS_Early.B 8362.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\29508e75-1a9d-4838-b929-cf42f8638e83___RS_Early.B 6782.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\29922d76-0eda-4e7c-89af-7688c656bfdd___RS_Early.B 8353.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\29978e78-7d4a-4fff-a659-52e45e9b96b3___RS_Early.B 7672.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\29f79006-adf2-4d71-a6a8-bfc02c020b71___RS_Early.B 6833.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2a4fd894-0c4f-471b-b80b-d362a7b513f4___RS_Early.B 8038.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2a9d3616-0bf1-4d98-b649-0a46d36dab7c___RS_Early.B 6703.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2b1718b3-c951-4f24-b6ec-4eb7df77c913___RS_Early.B 7475.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2b3e46d9-09dd-4966-99c6-fe44c741b94c___RS_Early.B 8290.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2b6f9564-80a2-4db7-a5e6-72be5ef33a71___RS_Early.B 8009.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2b8cfa81-e20f-4c28-b403-2cec2e5c0f2a___RS_Early.B 8145.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2b982641-10ea-4426-874f-509e6377ff59___RS_Early.B 7663.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2bc972a0-789f-4e60-9882-2f16fc363dfc___RS_Early.B 7234.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2c0e712a-fb21-44b6-bbe1-7c67cec7b965___RS_Early.B 7084.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2c310eaf-dbf4-4e8f-a8d8-ed8e0b51067a___RS_Early.B 6897.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2c48971d-9f73-401d-a62a-f3729d08b6c2___RS_Early.B 7463.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2c5500a4-cfa4-4b46-8db4-443b995d39dd___RS_Early.B 8768.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2cafa90e-af46-4d0a-9137-9780d816b96a___RS_Early.B 7731.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2cc3eb24-b210-4827-befe-0e3a24161ac4___RS_Early.B 6829.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2cce6cd6-16c4-426f-84e6-2f3c192fac2c___RS_Early.B 8999.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2ce7e8d7-4cc9-4ab3-9d22-8f7ad21d8eda___RS_Early.B 8609.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2cf993b6-98e7-4678-aea5-9177ea3b63bd___RS_Early.B 7692.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2d149f7a-4b0a-40a6-8d0b-1d1f14e5e696___RS_Early.B 9143.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2d344be7-2d5f-4d27-aeb2-b92c8191b877___RS_Early.B 7173.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2dc9baab-663f-4f09-a0a4-7c07edfb4c42___RS_Early.B 6866.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2e88d4ed-b11b-4123-9e4b-f3c02a65ad39___RS_Early.B 9180.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2ebb14eb-0e87-468c-a1cb-80579a77a37a___RS_Early.B 7044.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2ec0f91e-b8a4-4aeb-9e08-8bd32b492487___RS_Early.B 7502.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2f81d148-c62f-4d3c-baf4-72b77abea41a___RS_Early.B 7493.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\2fe81ef1-d7ec-4395-b071-c74d5beb4037___RS_Early.B 7242.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\306c45ac-6f97-4b7e-9fad-1c8c39870138___RS_Early.B 7673.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\31290247-3f4f-445d-8bad-20d7dccbf979___RS_Early.B 7019.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\31d0ecc8-045d-4a4a-ac33-431556c83e4c___RS_Early.B 8692.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\31d5d932-9eb3-45d1-bc85-40ef64d7a688___RS_Early.B 7255.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\320be8ee-2f9a-48f2-86fa-1c1d993a2fe2___RS_Early.B 8186.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\32c3bd85-3b12-4051-9185-12d39caaf94f___RS_Early.B 6684.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\33019904-ac3b-4083-a192-ce4092758ddd___RS_Early.B 8344.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\334fd34b-f4aa-4cc2-9ac9-8b85df65b96c___RS_Early.B 6773.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\336e5156-8947-46a7-a6fb-e993255d9091___RS_Early.B 8085.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\33d72b8e-ae59-4fd4-8c74-eaf342682b47___RS_Early.B 7884.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\349730da-a627-4da6-90d5-707c4a3dba88___RS_Early.B 7553.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34b0f33c-be8b-4338-9334-5418a5f84f28___RS_Early.B 7532.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34d2260c-888c-419c-b32c-938efa379b97___RS_Early.B 8253.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34d62dee-797e-4f31-9063-f6a285935b4d___RS_Early.B 6733.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34d7e068-10e6-4ea0-8547-c90937fccbbc___RS_Early.B 8198.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34f42d6e-6e09-46cb-800b-5da5fdb5e8b8___RS_Early.B 8110.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\34f44be4-9dc5-460b-896d-cd6593166fe7___RS_Early.B 8175.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\357426c8-5b7b-4d56-9cb0-13cfaecc219f___RS_Early.B 7326.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\357b61ef-a56b-4207-aa26-161b0ef3e635___RS_Early.B 8492.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3613b972-6af8-4a9a-be7f-bf68e4eb4cd0___RS_Early.B 6813.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\36548ca6-33b3-4a74-9b2a-52eba7aee9a3___RS_Early.B 9205.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3682433d-fb0a-495b-a6e8-d753542b042b___RS_Early.B 8189.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37471260-d7b4-4ccd-901e-974332ef2eb9___RS_Early.B 7967.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37c72e1c-7981-4d84-9587-f5014b609230___RS_Early.B 7457.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37d5791e-19e8-4095-a1cd-36aede6d0802___RS_Early.B 7172.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37d94308-8783-4657-9ca6-eaca86e1015a___RS_Early.B 7825.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\37da60b5-9c33-4fe7-95d4-3a2db2a7702b___RS_Early.B 8359.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\38757e70-6278-4961-b1f3-19fccbb085f5___RS_Early.B 6968.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\38807f81-ce49-4978-916a-a6cd2a95bfb0___RS_Early.B 8397.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\38a72c90-ed53-4432-b625-01c1f962f791___RS_Early.B 7302.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\38aa30f4-14d5-446f-80c3-ec60ce67ccc3___RS_Early.B 6789.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\392c5f68-3ee5-4b61-90e9-afa16375beb8___RS_Early.B 8047.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3935d2ce-2d27-45ec-ab50-a53df9d30fa2___RS_Early.B 7437.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3a314933-9e92-4c90-acc2-656a04c591e7___RS_Early.B 8906.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3a8429cf-f8a7-4f64-a435-ec4f1ad692c7___RS_Early.B 8990.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3a97c74a-3d6e-4cd9-86e0-10a8e716e7b5___RS_Early.B 8422.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3ab17a89-2e50-49c2-bb75-518369da98c1___RS_Early.B 8636.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3ab92984-3126-4154-9bfd-f2c8c9fd670e___RS_Early.B 7440.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3aea17a1-9413-4312-bcf2-e9aadb7371ab___RS_Early.B 8237.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3b090cee-ba51-44c2-9cc6-4581db95070e___RS_Early.B 7789.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3b1e3161-b02e-4aa0-a490-8a50c242d10e___RS_Early.B 8553.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3bf3bb26-3cbd-46f2-a9ba-c86700edafcb___RS_Early.B 7599.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3c3a9c2c-3387-4666-9f42-4d14142e9500___RS_Early.B 8499.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3d3c01e1-8cde-4c0f-9468-67dd287a2dc0___RS_Early.B 7761.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3db185d7-7c05-42f9-b508-7a3883e50660___RS_Early.B 7011.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3de47a70-4a74-462f-8b56-2088507be4ef___RS_Early.B 8832.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3e7543bc-4792-4b65-afd9-f9ccd52b7319___RS_Early.B 8571.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3ebc2af4-fe74-4918-b46f-09ec268884ef___RS_Early.B 7856.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3ec5894d-dcc2-4276-ba28-0048b6d5605a___RS_Early.B 8027.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3ef2279b-2fda-463a-b007-e2a93ff977f0___RS_Early.B 7235.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\3fb9fd25-3f61-4983-8342-2abb34d1b010___RS_Early.B 7920.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4019e40b-0175-462a-b6bb-228cf42c1a65___RS_Early.B 8256.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\403aa255-393c-43b4-8f68-f68efbf4f5df___RS_Early.B 8544.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\40d1ccba-b047-4f89-b469-af79bc233524___RS_Early.B 7006.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4138df1f-b8f7-429f-9e95-a627f6aba912___RS_Early.B 7667.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\419611a4-5597-43d6-ae92-c3c09bc549d7___RS_Early.B 7182.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\41cc6e70-9745-413d-b13d-c4775bcdfa7c___RS_Early.B 7610.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\41e155c4-eccf-4166-83cb-f110b2312c48___RS_Early.B 6985.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\41eccd84-6a67-4b04-ae69-59c1bcf17728___RS_Early.B 7964.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\41f4502c-34aa-45a5-b593-7191f7a62f96___RS_Early.B 8774.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\42148e3c-34d6-484e-a4b8-8dc037667a4c___RS_Early.B 8235.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4217355a-471b-4045-9199-55003f2c9b99___RS_Early.B 7469.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\422fa1a6-d0f7-4634-9233-0d002ff139ae___RS_Early.B 7218.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\425e5f26-56b0-404d-b537-dc3353ecee09___RS_Early.B 7058.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\426aeefb-981d-4436-9f92-0fe230bb65fe___RS_Early.B 6977.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\432f1b02-9493-4cf1-8ef7-a40f817e43ff___RS_Early.B 8497.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\434ccb1f-7a21-47f4-96b5-3e87bf5fe2a2___RS_Early.B 6760.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\438176fc-2e4a-45d1-9014-3eb2391c5832___RS_Early.B 8147.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\43af6366-6c6a-408c-a10d-a4bad9428a19___RS_Early.B 7595.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\43ddad18-d70a-49d3-97d6-9a5f82ddeecd___RS_Early.B 9069.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\450b4a32-39ae-4daa-aeb6-87559afb0b42___RS_Early.B 9202.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\454203b9-0376-4db3-92ed-047545daa7c6___RS_Early.B 6953.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\45ecd7ac-7db9-49bf-b34d-ccd2e83123b0___RS_Early.B 6883.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\467991cb-4b55-4b00-9b18-7ff5efdd7adf___RS_Early.B 7290.JPG,diseased_potato,potato,unknown,train
